User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
bookbeaut,twitter,-0.5983,0.251,0.659,0.091,"Combating election anxiety by replying to emails from this experiment tonight! Come, join, tell me the worst time y https://t.co/I5ra1X5dZI"
flicofthetongue,BuzzFeedNews,0.3595,0.0,0.884,0.116,RT @BuzzFeedNews: The  time  has  come! Join BuzzFeed News LIVE on Twitter as we get through #ElectionNight results together  https://
flicofthetongue,,0.3595,0.0,0.884,0.116,RT @BuzzFeedNews: The  time  has  come! Join BuzzFeed News LIVE on Twitter as we get through #ElectionNight results together  https://
RichSuchet,iandstone,0.0,0.0,1.0,0.0,@iandstone I just had a look to see what's really happening out there. It turns out the US election is a sideshow: https://t.co/O1emNtLc4L
RichSuchet,twitter,0.0,0.0,1.0,0.0,@iandstone I just had a look to see what's really happening out there. It turns out the US election is a sideshow: https://t.co/O1emNtLc4L
MarieCamalier,thehill,-0.5574,0.205,0.795,0.0,"RT @thehill: 2 election clerks fired in Florida for not following ""procedure and policy"" https://t.co/UQs4nrMwsr https://t.co/RIY1YMSaCc"
MarieCamalier,thehill,-0.5574,0.205,0.795,0.0,"RT @thehill: 2 election clerks fired in Florida for not following ""procedure and policy"" https://t.co/UQs4nrMwsr https://t.co/RIY1YMSaCc"
jjnado,MikeDrucker,0.0,0.0,1.0,0.0,RT @MikeDrucker: Yo can we have a big smash bros tournament on your screens after the election https://t.co/Zda4wZIh88
jjnado,twitter,0.0,0.0,1.0,0.0,RT @MikeDrucker: Yo can we have a big smash bros tournament on your screens after the election https://t.co/Zda4wZIh88
ChiefKota_TYB,Yike4Tyke,0.4215,0.0,0.859,0.141,"@Yike4Tyke she also has 0.3% of the popular vote, the same percentage she had in the 2012 election"
MelodyTruong,memeprovider,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
MelodyTruong,twitter,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
elaine_wildes,asdomke,-0.6249,0.282,0.718,0.0,RT @asdomke: Polls disappear showing major Hillary collapse among likely voters on election day... https://t.co/zI3JeNYMCO
elaine_wildes,linkis,-0.6249,0.282,0.718,0.0,RT @asdomke: Polls disappear showing major Hillary collapse among likely voters on election day... https://t.co/zI3JeNYMCO
JamesTricePPP,IamJasonSole,0.0,0.0,1.0,0.0,"RT @IamJasonSole: Waiting a long time to vote in a presidential election! I did it for the 51,000 disenfranchised.#RestoretheVoteMN https:"
sandimac,vermontgmg,0.0,0.0,1.0,0.0,"RT @vermontgmg: As the first major set of polls close, here's what the data nerds will be watching as the results come in: https://t.co/TI0"
sandimac,t,0.0,0.0,1.0,0.0,"RT @vermontgmg: As the first major set of polls close, here's what the data nerds will be watching as the results come in: https://t.co/TI0"
AGuercy,WSJ,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
AGuercy,wsj,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
kriketUSA,thehill,-0.5574,0.205,0.795,0.0,"RT @thehill: 2 election clerks fired in Florida for not following ""procedure and policy"" https://t.co/UQs4nrMwsr https://t.co/RIY1YMSaCc"
kriketUSA,thehill,-0.5574,0.205,0.795,0.0,"RT @thehill: 2 election clerks fired in Florida for not following ""procedure and policy"" https://t.co/UQs4nrMwsr https://t.co/RIY1YMSaCc"
Ayooo_Serenity,kayyebby,0.5994,0.0,0.794,0.206,RT @kayyebby: your wcw thinks election day &amp; inauguration day are the same thing lmao https://t.co/V1aloSIhj0
Ayooo_Serenity,twitter,0.5994,0.0,0.794,0.206,RT @kayyebby: your wcw thinks election day &amp; inauguration day are the same thing lmao https://t.co/V1aloSIhj0
Raveneyes,untappd!,0.0,0.0,1.0,0.0,I just earned the 'Election Day (2016)' badge on @untappd! https://t.co/u2KvtVXd7d #voteforbeer
Raveneyes,untappd,0.0,0.0,1.0,0.0,I just earned the 'Election Day (2016)' badge on @untappd! https://t.co/u2KvtVXd7d #voteforbeer
abs_tellthetale,dorseyshaw,0.0,0.0,1.0,0.0,RT @dorseyshaw: I think Chris Matthews just said Tip O'Neill and JFK went to a porn theater on Election Night back in the day https://t.co/
abs_tellthetale,t,0.0,0.0,1.0,0.0,RT @dorseyshaw: I think Chris Matthews just said Tip O'Neill and JFK went to a porn theater on Election Night back in the day https://t.co/
skohayes,DrDigiPol,0.4574,0.0,0.813,0.187,RT @DrDigiPol: Trump opts to have his election funeral... err... party at a unionized hotel!#ElectionNight
flmabon,instagram,0.5719,0.0,0.654,0.346,Yup this just happened.  Happy Election 2016 https://t.co/t8mhways3H
vavoida,AnnLe__,0.25,0.0,0.667,0.333,@AnnLe__ gonna be alright https://t.co/8ZhDXM3rzv
vavoida,ianwelsh,0.25,0.0,0.667,0.333,@AnnLe__ gonna be alright https://t.co/8ZhDXM3rzv
_FaisalSayed,Telegraph,-0.6486,0.223,0.777,0.0,RT @Telegraph: #ElectionNight One person is reportedly dead after a shooting in California near a polling station https://t.co/CJCBsKKKNE
_FaisalSayed,telegraph,-0.6486,0.223,0.777,0.0,RT @Telegraph: #ElectionNight One person is reportedly dead after a shooting in California near a polling station https://t.co/CJCBsKKKNE
pendekarsilat11,Myrmecos,0.6124,0.11,0.596,0.294,RT @Myrmecos: We interrupt your election to bring you a yellow butterfly of peace and hope. https://t.co/RVbcdKeYsa
pendekarsilat11,twitter,0.6124,0.11,0.596,0.294,RT @Myrmecos: We interrupt your election to bring you a yellow butterfly of peace and hope. https://t.co/RVbcdKeYsa
HashtagGrateful,kstlz,0.4588,0.0,0.88,0.12,RT @kstlz: 2day Im grateful for my ID which allowed me 2 vote 2day &amp; buy election recovery booze after #grateful #ThxObama #literallytho #u
simonvandore,insightSBS,0.0,0.0,1.0,0.0,RT @insightSBS: Follow the votes as they roll in from today's momentous US Presidential Election: https://t.co/ralz3v4M0E @SBSNews https://
simonvandore,sbs,0.0,0.0,1.0,0.0,RT @insightSBS: Follow the votes as they roll in from today's momentous US Presidential Election: https://t.co/ralz3v4M0E @SBSNews https://
keen_kyungsoo,CNN,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
keen_kyungsoo,twitter,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
bestpartyleon,mashable,0.0,0.0,1.0,0.0,America gets lit: The Lite Brite guide to election results https://t.co/TwBBkJJQOj
MattyDHarris784,WSJ,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
MattyDHarris784,wsj,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
JuliaInLights,MattBellassai,-0.0258,0.131,0.742,0.127,"RT @MattBellassai: hey @realDonaldTrump just wanna say that despite everything that's happened this election, you're still awful and i hope"
fluffynutters,Jonbuckhouse,0.6239,0.0,0.843,0.157,RT @Jonbuckhouse: The Polls are starting to close all over the US! Who do you think will win the election?  #ElectionNight #electionday #iV
JackJrl935,mike_pence,0.0,0.0,1.0,0.0,"RT @mike_pence: This Election Day, America is standing at the crossroads of history. RT this if you're voting for @realDonaldTrump. Togethe"
angelacdumlao,fakedansavage,-0.2579,0.165,0.733,0.102,RT @fakedansavage: I'm retweeting a Republican without sarcasm or snark - this election is insane. https://t.co/mvaoZO0elr
angelacdumlao,twitter,-0.2579,0.165,0.733,0.102,RT @fakedansavage: I'm retweeting a Republican without sarcasm or snark - this election is insane. https://t.co/mvaoZO0elr
hopelmez16,dougsmith1946,0.0,0.0,1.0,0.0,RT @dougsmith1946: @nationdivided @janiehburton  @FBI @FBIWFO  @NewYorkFBI  That's why officials stuffed ballot boxes for Hillary https://t
hopelmez16,,0.0,0.0,1.0,0.0,RT @dougsmith1946: @nationdivided @janiehburton  @FBI @FBIWFO  @NewYorkFBI  That's why officials stuffed ballot boxes for Hillary https://t
castraley,BernieSanders,0.6705,0.0,0.776,0.224,RT @BernieSanders: I can't fill in for every worker today. Election Day should be a national holiday so that everyone has the opportunity t
aacoek,wikileaks,0.0,0.0,1.0,0.0,RT @wikileaks: Assange statement: What are the reasons behind WikiLeaks exposures of the DNC and the Clinton campaign? https://t.co/Q6KEChq
aacoek,t,0.0,0.0,1.0,0.0,RT @wikileaks: Assange statement: What are the reasons behind WikiLeaks exposures of the DNC and the Clinton campaign? https://t.co/Q6KEChq
usa67us,EdBaker3000,0.2263,0.0,0.863,0.137,RT @EdBaker3000: Officials: PA Voting Machines Incorrectly Registered Straight Republican Votes - Breitbart https://t.co/FVcPeTI6FE
usa67us,breitbart,0.2263,0.0,0.863,0.137,RT @EdBaker3000: Officials: PA Voting Machines Incorrectly Registered Straight Republican Votes - Breitbart https://t.co/FVcPeTI6FE
rosegoggles,DailyMail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
rosegoggles,dailymail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
jwead4570,pmicc33,0.555,0.106,0.636,0.258,"RT @pmicc33: Soros strikes again!Keep it up losers,you'll invalidate the whole election.Trump supporters will only accept a Trump win!#M"
cheryl_hardt,mw_bizwomen,0.4404,0.0,0.861,0.139,RT @mw_bizwomen: Need a break from election coverage? Read how @CREW_Network is building a better pipeline in commercial real estate https:
joelsblankspace,BernieSanders,0.4404,0.0,0.847,0.153,RT @BernieSanders: Today is an election of enormous consequence. I hope everybody gets out to vote. #ElectionDay https://t.co/JYYunxLO2R
joelsblankspace,twitter,0.4404,0.0,0.847,0.153,RT @BernieSanders: Today is an election of enormous consequence. I hope everybody gets out to vote. #ElectionDay https://t.co/JYYunxLO2R
blujaydavid,LaurenJauregui,0.4795,0.0,0.881,0.119,RT @LaurenJauregui: I'm so excited that I was able to exercise my vote as a Cuban American Woman for the first time in this particular elec
imranmeyan,GAVlNREACTS,0.6249,0.0,0.661,0.339,RT @GAVlNREACTS: A great way to start Election Day https://t.co/yr6QAP3orF
imranmeyan,twitter,0.6249,0.0,0.661,0.339,RT @GAVlNREACTS: A great way to start Election Day https://t.co/yr6QAP3orF
JasonAmessenger,twitter,0.0,0.0,1.0,0.0,Obligatory Election Night tweet https://t.co/43QwBDvDfX
FreshDialogues,nytimes,0.5859,0.0,0.725,0.275,RT @nytimes: When will we know when we have a winner? https://t.co/58YOEs664i
FreshDialogues,nytimes,0.5859,0.0,0.725,0.275,RT @nytimes: When will we know when we have a winner? https://t.co/58YOEs664i
EidojTrump,TheLastRefuge2,0.0,0.0,1.0,0.0,RT @TheLastRefuge2: Thread #1  7:00pm Election Results and Discussion https://t.co/dvp9W1yfpJ https://t.co/1kuDOKqQA4
EidojTrump,theconservativetreehouse,0.0,0.0,1.0,0.0,RT @TheLastRefuge2: Thread #1  7:00pm Election Results and Discussion https://t.co/dvp9W1yfpJ https://t.co/1kuDOKqQA4
JaimeHdezAmin,TheEconomist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
JaimeHdezAmin,economist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
TerryLeeUSA,politico,0.0,0.0,1.0,0.0,Live Map is Up https://t.co/wtRieFM0yl
FightingTories,ABCaustralia,-0.7845,0.317,0.683,0.0,Bloody childish and trash coverage as the @ABCaustralia @abcnews24 waste taxpayer dollars on the US election. The Guthrie factor #ABCTRASHED
MHB1070,ForTrump,0.3182,0.0,0.909,0.091,RT @ForTrump: Please get out and vote. Do not listen 2exit polls. This is the election that will decide our country's future.  Let's #MAGA
JessieJessie08,JMick1734,0.0,0.0,1.0,0.0,RT @JMick1734: This election reminds me of dan scott vs karen rowe when they ran for mayor of tree hill
lauren_detrich,Max_Shores20,0.0,0.0,1.0,0.0,RT @Max_Shores20: #MannequinChallenge Election Day Purge theme! https://t.co/C6Oxgr0xPi
lauren_detrich,twitter,0.0,0.0,1.0,0.0,RT @Max_Shores20: #MannequinChallenge Election Day Purge theme! https://t.co/C6Oxgr0xPi
peterbilt00,DonaldJTrumpJr,0.0,0.0,1.0,0.0,RT @DonaldJTrumpJr: RT if you VOTED TO DRAIN THE SWAMP! #MAGA #ElectionDay #Election https://t.co/TkUPGBNYkg
peterbilt00,twitter,0.0,0.0,1.0,0.0,RT @DonaldJTrumpJr: RT if you VOTED TO DRAIN THE SWAMP! #MAGA #ElectionDay #Election https://t.co/TkUPGBNYkg
AlisonVerhoeven,twitter,0.0,0.0,1.0,0.0,All dressed up in Washington for election night #USTour https://t.co/ckeCWt0OQs
NWONightmare,TrumpWinner_16,-0.6884,0.226,0.774,0.0,RT @TrumpWinner_16: Florida Election Worker Went Public With Massive Voter Fraud GOING DOWN RIGHT NOW!!! https://t.co/m8z2QeXlaR https://t.
NWONightmare,everynewshere,-0.6884,0.226,0.774,0.0,RT @TrumpWinner_16: Florida Election Worker Went Public With Massive Voter Fraud GOING DOWN RIGHT NOW!!! https://t.co/m8z2QeXlaR https://t.
FilipDobi,SebGorka,0.8779,0.0,0.558,0.442,"RT @SebGorka: Good sign:Reuters/Ipsos Exit Poll: 3 in 4 Think Economy 'Rigged' for 'Rich and Powerful,' Want 'Strong Leader' https://t."
FilipDobi,,0.8779,0.0,0.558,0.442,"RT @SebGorka: Good sign:Reuters/Ipsos Exit Poll: 3 in 4 Think Economy 'Rigged' for 'Rich and Powerful,' Want 'Strong Leader' https://t."
JDE6321,realDonaldTrump,0.0,0.0,1.0,0.0,"RT @realDonaldTrump: Before my FINAL campaign speech, I will get a list of Election Day Donors! Donate NOW! https://t.co/iZjo4q2gYA https:/"
JDE6321,secure,0.0,0.0,1.0,0.0,"RT @realDonaldTrump: Before my FINAL campaign speech, I will get a list of Election Day Donors! Donate NOW! https://t.co/iZjo4q2gYA https:/"
TiffanyRothe,youtube,0.0,0.0,1.0,0.0,Don't be the one with excuses. This election is bigger than the candidates. https://t.co/FZF06ODW3l
breedloveme,heywtfabi,-0.5994,0.495,0.505,0.0,@heywtfabi too anxious abt election results :(
GeorgeJB1990,twitter,0.8475,0.0,0.566,0.434,"Tonight's election is a lot like 'Alien vs Predator', 'Whoever wins, we loose'! Ha! #Truth4751 https://t.co/VaqgmSe79q"
KarinMStone,drsteuss,0.6369,0.0,0.802,0.198,RT @drsteuss: The merch is ready to go at the DFL election party. More election coverage coming up on @kare11 at 6. https://t.co/lWBY0KVky1
KarinMStone,twitter,0.6369,0.0,0.802,0.198,RT @drsteuss: The merch is ready to go at the DFL election party. More election coverage coming up on @kare11 at 6. https://t.co/lWBY0KVky1
kinshasaweb,politico,0.0,0.0,1.0,0.0,RT @politico: Polls are about to close in multiple states. Follow live results here: https://t.co/YYB0l0V0BN https://t.co/lW4cC0Gvaj
kinshasaweb,politico,0.0,0.0,1.0,0.0,RT @politico: Polls are about to close in multiple states. Follow live results here: https://t.co/YYB0l0V0BN https://t.co/lW4cC0Gvaj
HadleyKiefer,ParksPics,0.0,0.0,1.0,0.0,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc
HadleyKiefer,twitter,0.0,0.0,1.0,0.0,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc
NECN,necn,0.0,0.0,1.0,0.0,WATCH LIVE: necn's election night coverage. https://t.co/TjMPutYNa0
caseyyy_h,ParksPics,0.0,0.0,1.0,0.0,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc
caseyyy_h,twitter,0.0,0.0,1.0,0.0,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc
whynotmeplease,SavidgeReads,0.5994,0.0,0.824,0.176,"RT @SavidgeReads: Dear Santa, as an early Christmas present please let me wake up to the election of the first female president of the USA."
kid_twist,_alastair,0.624,0.0,0.796,0.204,RT @_alastair: The @GuardianUS interactive team has a really amazing map display for tonight's results. Take a look: https://t.co/hFTmGzGAr
kid_twist,t,0.624,0.0,0.796,0.204,RT @_alastair: The @GuardianUS interactive team has a really amazing map display for tonight's results. Take a look: https://t.co/hFTmGzGAr
alexn_leigh,dril,0.0,0.0,1.0,0.0,RT @dril: if you ask me this election could end about 100 different ways:1) trump gets 0% of the vote2) trump gets 1% of the vote3) trum
threestangtyry,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
_tyler_tyler,JohnKingCNN,0.4019,0.0,0.847,0.153,I wish to one day thrive in my life the way @JohnKingCNN thrives at the Election SmartBoard.
OakvilleDad,NateSilver538,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
OakvilleDad,fivethirtyeight,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
_lowkeymaya,maitlynxo,-0.5319,0.135,0.865,0.0,RT @maitlynxo: If you are 18+ and didn't vote I don't wanna hear NA COMPLAINTS about the election because you didn't do your part.
JoshCovitt,ucbtla,0.0,0.0,1.0,0.0,RT @ucbtla: $5 #ElectionDay shows at @ucbsunset https://t.co/OKj0Ren3CY7pm Election Scenes 8:30pm Election Results Live 10:30pm Outsi
